743141181;ANETH DIT ETOILE;2018-11-01;2020-01-31;;1;1;3;0
810673865;LYLO;2015-01-01;2019-02-01;;0;1;1;0
732137799;LENNY;2015-02-01;2018-10-06;;0;1;1;0
731701634;KIPPER;2015-12-01;2019-01-30;;0;1;1;0
732234302;COLT;2017-10-01;2019-12-26;;0;1;3;0
400009792;CARAMEL;2008-10-01;2018-03-22;;0;1;1;0
500770405;CHAINA;2013-08-01;2019-09-30;;1;1;3;0
602842530;STRYKE;2009-06-01;2019-12-07;;0;1;1;0
732301158;ETOILE;2017-07-01;2019-06-09;;1;1;1;0
602824117;E PITT VON DER GLUCKEN;2009-12-01;2020-01-11;;0;1;1;0
606594777;LUNA;2012-10-01;2019-12-18;;1;1;3;0
743186025;ELTON;2014-01-01;2019-12-28;;0;1;3;0
604884959;ISIS;2013-02-01;2019-07-23;;1;1;1;1
608298259;TYSON;2018-09-01;2019-12-29;;0;1;2;0
